question_id,model_name,category,question,cited_section,gold_section_norm,output
q027,claude-opus-4-8,jurisdiction_amendment,Which administrative section of the Florida Building Code did Collier County amend to allow approved digital construction documents to be kept at the work site?,1,107.3.1,"I don't have specific information about Collier County's particular amendment to the Florida Building Code regarding digital construction documents at work sites, including the exact administrative section number that was amended.

The Florida Building Code allows local jurisdictions to make certain amendments, and provisions about construction documents being kept at the work site are typically found in the administrative chapter of the code. However, I cannot confirm the specific section reference for Collier County's amendment without risking giving you inaccurate information.

To get an accurate answer, I'd recommend:

1. **Contacting Collier County's Building Division** directly, as they can point you to the exact local amendment and section
2. **Checking the Collier County Code of Ordinances** or their administrative code amendments online
3. **Reviewing the Florida Building Code, Building** (the administrative provisions regarding construction documents are generally in Chapter 1)

If you have access to the specific ordinance or amendment document, I'd be happy to help you interpret it."
q027,claude-opus-4-8,jurisdiction_amendment,Which administrative section of the Florida Building Code did Collier County amend to allow approved digital construction documents to be kept at the work site?,1,107.3.1,"I don't have reliable, specific information about which exact administrative section of the Florida Building Code that Collier County amended to allow approved digital construction documents to be kept at the work site.

The Florida Building Code contains administrative provisions (often in Chapter 1 of the code, which covers administration and enforcement, including provisions about construction documents being available at the job site). Local jurisdictions like Collier County can adopt amendments to these administrative sections. However, I cannot confirm the precise section number for this specific amendment without risking giving you inaccurate information.

To get an accurate answer, I'd recommend:
- Contacting the **Collier County Growth Management Department / Building Review and Permitting Division** directly
- Checking the **Collier County Code of Ordinances** for local amendments to the Florida Building Code
- Reviewing the official Florida Building Code administrative chapter documentation

If you have a document or source in mind, feel free to share details and I can help interpret it."
q028,claude-opus-4-8,jurisdiction_amendment,To which Florida Building Code section did Collier County add local exemptions relating to permits for minor residential repairs and replacements?,1,105.2,"I don't have reliable, specific information about Collier County's local amendments to the Florida Building Code regarding permit exemptions for minor residential repairs and replacements, including the exact code section number.

To get an accurate answer, I'd recommend:

1. **Collier County Growth Management Department / Building Review and Permitting Division** – they can point you to the specific local amendment and section reference.

2. **Municode or the county's code of ordinances** – Collier County's local amendments to the Florida Building Code are typically codified in the county's Code of Laws and Ordinances.

3. **The Florida Building Code itself** – local exemptions often relate to sections like the administrative provisions (Chapter 1) governing permits, but the specific section would need verification.

If you can tell me more about the context (such as a document you're referencing), I may be able to help interpret it, but I don't want to guess at a section number and risk giving you incorrect information."
q029,claude-opus-4-8,jurisdiction_amendment,Which prior ordinance did Collier County Ordinance 2023-64 repeal when it adopted the 2023 Florida Building Code?,2023-64,2020-48,"I don't have reliable, specific information about Collier County Ordinance 2023-64 or the particular prior ordinance it may have repealed when adopting the 2023 Florida Building Code.

To get an accurate answer, I'd recommend:

1. **Collier County's official website** or their Municipal Code library (often hosted on platforms like Municode)
2. **Contacting the Collier County Clerk's Office** or the Growth Management Department directly
3. **Reviewing the actual text of Ordinance 2023-64**, which would typically state in its ""repeal"" section exactly which prior ordinance(s) it supersedes

Ordinances adopting updated building codes commonly repeal the immediately preceding building code adoption ordinance, but I can't confirm the specific ordinance number for your case without risking giving you inaccurate information.

Would you like guidance on how to search Collier County's records for this document?"
q029,claude-opus-4-8,jurisdiction_amendment,Which prior ordinance did Collier County Ordinance 2023-64 repeal when it adopted the 2023 Florida Building Code?,2023-64,2020-48,"I don't have reliable, specific information about the exact contents of Collier County Ordinance 2023-64, including which prior ordinance it may have repealed when adopting the 2023 Florida Building Code.

To get an accurate answer, I'd recommend:

1. **Collier County's official website** or their municipal code database (often hosted through platforms like Municode or American Legal Publishing)
2. **The Collier County Clerk of Courts** office, which maintains official records
3. **The county's Growth Management/Building Department**, which handles building code adoption

The full text of the ordinance itself would typically contain a ""repeal"" section explicitly naming any prior ordinance being superseded.

I'd rather point you to these authoritative sources than guess at a specific ordinance number, since providing incorrect legal or regulatory information could cause problems for you."
q029,claude-opus-4-8,jurisdiction_amendment,Which prior ordinance did Collier County Ordinance 2023-64 repeal when it adopted the 2023 Florida Building Code?,2023-64,2020-48,"I don't have reliable, specific information about Collier County Ordinance 2023-64 or the particular prior ordinance it may have repealed. My knowledge doesn't include detailed records of individual county ordinances at this level of specificity, and I don't want to guess and risk giving you incorrect information about which ordinance was repealed.

To get an accurate answer, I'd recommend:

1. **Collier County's official website** or their **Municipal Code library** (often hosted through Municode or American Legal Publishing), where you can look up the full text of Ordinance 2023-64—the repealing clause is typically stated in the ordinance itself.

2. **Contacting the Collier County Clerk of Courts** or the **Growth Management/Building Department**, which handles building code adoptions.

3. Searching the ordinance directly, as the ""repealer"" section usually explicitly names the superseded ordinance.

If you have access to the text of Ordinance 2023-64, I'd be happy to help you interpret or summarize the relevant sections."
q030,claude-opus-4-8,jurisdiction_amendment,"Which section of Collier County's flood ordinance (Code of Ordinances Chapter 62, Floods) governs requirements for buildings and structures in flood hazard areas?",62,62-80,"I don't have reliable, specific knowledge of the exact section numbering within Collier County, Florida's Code of Ordinances Chapter 62 (Floods) that governs building and structure requirements in flood hazard areas. I don't want to guess at a section number, as citing an incorrect provision could mislead you.

To get an accurate answer, I'd recommend:

1. **Municode Library** – Collier County's Code of Ordinances is typically hosted on Municode (library.municode.com), where you can browse or search Chapter 62 directly.

2. **Collier County government website** – The Growth Management Department or Floodplain Management program often provides guidance and citations.

3. **Collier County Floodplain Coordinator** – They can point you to the exact applicable section for your situation.

Generally speaking, floodplain ordinances that follow the model based on the Florida Building Code and FEMA/NFIP standards often place site-specific building/structure requirements (like elevation, flood-resistant construction, and manufactured home standards) in a dedicated article or division on ""flood hazard reduction"" or ""specific standards."" However, the precise section number for Collier County would need to be verified through the sources above.

Would you like help with how to navigate Municode to locate it?"
q030,claude-opus-4-8,jurisdiction_amendment,"Which section of Collier County's flood ordinance (Code of Ordinances Chapter 62, Floods) governs requirements for buildings and structures in flood hazard areas?",62,62-80,"I don't have reliable, specific knowledge of the exact section numbering within Collier County's Code of Ordinances Chapter 62 that governs building and structure requirements in flood hazard areas. I don't want to guess at a section number and risk giving you incorrect information.

To find this accurately, I'd recommend:

1. **Municode Library** (municode.com) — Collier County's Code of Ordinances is typically hosted there, and you can browse or search Chapter 62 directly.

2. **Collier County's official website** — Look for the Growth Management Department or Floodplain Management division.

3. **Collier County Floodplain Management program** — They can point you to the specific provisions, and many counties structure their flood ordinances around FEMA/NFIP model language, where building and structure requirements often appear under headings like ""Provisions for Flood Hazard Reduction"" or ""Specific Standards.""

If you can share the text or table of contents of Chapter 62, I'd be glad to help you identify the relevant section."
q030,claude-opus-4-8,jurisdiction_amendment,"Which section of Collier County's flood ordinance (Code of Ordinances Chapter 62, Floods) governs requirements for buildings and structures in flood hazard areas?",62,62-80,"I don't have reliable, specific knowledge of the exact section numbering within Collier County's Code of Ordinances Chapter 62 that governs building and structure requirements in flood hazard areas. Providing a specific section citation without being certain would risk giving you incorrect information that could matter for compliance purposes.

To get an accurate answer, I'd recommend:

1. **Municode Library** — Collier County's Code of Ordinances is typically hosted at library.municode.com, where you can search Chapter 62 directly.

2. **Collier County Growth Management / Building Review and Permitting Division** — They administer floodplain regulations and can point you to the correct provisions.

3. **The county floodplain management office** — They handle NFIP (National Flood Insurance Program) compliance and can identify the specific construction standards.

A few notes that may help your search:
- Florida communities typically incorporate the **Florida Building Code** flood provisions and reference **ASCE 24** for building requirements in flood hazard areas.
- Look for terms like ""construction standards,"" ""specific standards,"" or ""flood-resistant construction"" within the chapter.

If you can share the text of Chapter 62 or a link to it, I'd be glad to help you locate the relevant provisions."
q032,claude-opus-4-8,jurisdiction_amendment,Which Collier County Land Development Code section contains the dimensional standards table (Table 2.1) of minimum yard requirements for principal structures in base zoning districts?,2.03,4.02.01,"I don't have reliable, specific knowledge about the exact section number in the Collier County Land Development Code (LDC) that contains that particular dimensional standards table.

While Collier County's LDC does contain dimensional standards for zoning districts (typically found in the code's zoning district regulations, often in the range of Chapter 2 or Section 2.03 dealing with zoning districts and their standards), I cannot confirm the precise section citation for ""Table 2.1"" of minimum yard requirements without risking giving you inaccurate information.

To get the accurate, current citation, I'd recommend:

1. **Municode** – Collier County's LDC is published on Municode's website, where you can search the code directly.
2. **Collier County Growth Management Department** – They can direct you to current standards.
3. **The county's official LDC page** on colliercountyfl.gov.

Land development codes are also periodically amended, so section numbering can change, making it especially important to verify against the current official version."
q034,claude-opus-4-8,jurisdiction_amendment,"Which Collier County LDC section sets the specific standards for the location of accessory buildings and structures, such as pools and screen enclosures?",4,4.02.03,"I don't have reliable, specific knowledge of the exact section number in the Collier County Land Development Code (LDC) that governs the location standards for accessory buildings and structures like pools and screen enclosures. I don't want to guess a section number and risk giving you incorrect information.

That said, I can offer some helpful guidance:

**To find the correct section:**
- Accessory structure standards in the Collier County LDC are generally found within **Chapter 4 (Site Design and Development Standards)**, and setback/location tables for accessory uses and structures are often organized in a table format there.
- The LDC frequently references accessory structures in the context of ""Accessory Uses and Structures.""

**Best ways to get an authoritative answer:**
1. **Municode** – The Collier County LDC is published online through Municode (municode.com). You can search terms like ""accessory structures,"" ""screen enclosure,"" or ""swimming pool setbacks.""
2. **Collier County Growth Management Department** – They can direct you to the exact section and confirm current standards.
3. **Collier County Planning & Zoning** – Staff can help interpret how the standards apply to your specific property and zoning district.

Because setback and location requirements vary by zoning district and can be amended, I'd strongly recommend verifying with the county directly or a licensed local land use professional before relying on this for a permit or project.

Would you like help with what questions to ask the county, or general information about how accessory structure setbacks typically work?"
q043,claude-opus-4-8,jurisdiction_amendment,"What is the maximum fine for violating the provisions of Collier County's building code ordinance, per Ordinance 2023-64?",2023-64,22-28,"I don't have specific information about the exact maximum fine amount stated in Collier County's Ordinance 2023-64. 

To get accurate information about this specific ordinance and its penalty provisions, I'd recommend:

1. **Contacting Collier County directly** - The County Manager's Office or the Growth Management/Building Review and Permitting Division
2. **Checking the Collier County official website** - They often post ordinances and municipal codes online
3. **Reviewing Municode** - Many Florida counties publish their codes of ordinances through municode.com
4. **Contacting the Collier County Clerk of Courts** - They maintain official records of ordinances

Fine amounts and penalty structures can vary and may be subject to amendments, so consulting the official current text of the ordinance would give you the most reliable answer. Is there anything else I can help you with regarding how to locate this information?"
q043,claude-opus-4-8,jurisdiction_amendment,"What is the maximum fine for violating the provisions of Collier County's building code ordinance, per Ordinance 2023-64?",2023-64,22-28,"I don't have specific information about the exact maximum fine amount in Collier County's Ordinance 2023-64. Local ordinance details like specific penalty amounts can vary and I'm not able to verify the precise figure from this particular ordinance.

To get accurate information, I'd recommend:

1. **Contacting Collier County directly** - The Collier County Growth Management Department or Code Enforcement Division would have authoritative information.

2. **Checking the Municipal Code** - Collier County's codes are often available through Municode (library.municode.com) or the county's official website.

3. **Reviewing the ordinance text directly** - The full text of Ordinance 2023-64 should specify penalty provisions.

Fines for building code violations often reference Florida Statutes (such as Chapter 162 regarding code enforcement) and may involve daily accruing penalties, but the specific maximum in this ordinance would need to be confirmed through official sources.

Is there anything else I can help you with regarding how to locate this information?"
q043,claude-opus-4-8,jurisdiction_amendment,"What is the maximum fine for violating the provisions of Collier County's building code ordinance, per Ordinance 2023-64?",2023-64,22-28,"I don't have specific information about the exact maximum fine amount in Collier County's Ordinance 2023-64. Local ordinance details like specific penalty amounts can vary and I don't have reliable data on this particular ordinance's provisions.

To get accurate information about the maximum fine for violating Collier County's building code under Ordinance 2023-64, I'd recommend:

1. **Contacting Collier County directly** - The Growth Management or Building Review and Permitting Department would have this information
2. **Visiting the Collier County official website** - They often post ordinances and code enforcement information online
3. **Checking Municode or the county's code library** - Many Florida counties publish their codes through services like Municode
4. **Contacting the County Clerk's office** - They maintain official records of adopted ordinances

If you have access to the text of the ordinance itself, I'd be happy to help you interpret specific provisions. Is there anything else I can help you with regarding this topic?"
q001,claude-haiku-4-5,numeric,"What section of the 2023 Florida Building Code, Building, governs the width and capacity of corridors used as a means of egress?",1005,1020.2,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1005"",
  ""confidence"": ""high""
}
```"
q001,claude-haiku-4-5,numeric,"What section of the 2023 Florida Building Code, Building, governs the width and capacity of corridors used as a means of egress?",1005,1020.2,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1005"",
  ""confidence"": ""high""
}
```"
q001,claude-haiku-4-5,numeric,"What section of the 2023 Florida Building Code, Building, governs the width and capacity of corridors used as a means of egress?",1005,1020.2,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1005"",
  ""confidence"": ""high""
}
```"
q004,claude-haiku-4-5,numeric,"What is the means-of-egress capacity factor per occupant for components other than stairways in sprinklered buildings with an emergency voice/alarm communication system, per the 2023 FBC?",1005.1,1005.3.2,"```json
{
  ""value"": 0.2,
  ""unit"": ""square feet per occupant"",
  ""section"": ""1005.1"",
  ""confidence"": ""high""
}
```"
q004,claude-haiku-4-5,numeric,"What is the means-of-egress capacity factor per occupant for components other than stairways in sprinklered buildings with an emergency voice/alarm communication system, per the 2023 FBC?",1005.1,1005.3.2,"```json
{
  ""value"": 0.2,
  ""unit"": ""square feet per occupant"",
  ""section"": ""1005.1"",
  ""confidence"": ""high""
}
```"
q004,claude-haiku-4-5,numeric,"What is the means-of-egress capacity factor per occupant for components other than stairways in sprinklered buildings with an emergency voice/alarm communication system, per the 2023 FBC?",1005.1,1005.3.2,"```json
{
  ""value"": 0.2,
  ""unit"": ""square feet per occupant"",
  ""section"": ""FBC 1005.1"",
  ""confidence"": ""high""
}
```"
q005,claude-haiku-4-5,numeric,"What is the means-of-egress capacity factor per occupant for stairways in sprinklered buildings with an emergency voice/alarm communication system, per the 2023 FBC?",1005.1,1005.3.1,"```json
{
  ""value"": 0.3,
  ""unit"": ""square feet per occupant"",
  ""section"": ""1005.1"",
  ""confidence"": ""low""
}
```"
q005,claude-haiku-4-5,numeric,"What is the means-of-egress capacity factor per occupant for stairways in sprinklered buildings with an emergency voice/alarm communication system, per the 2023 FBC?",1005.1,1005.3.1,"```json
{
  ""value"": 0.2,
  ""unit"": ""square feet per occupant"",
  ""section"": ""1005.1"",
  ""confidence"": ""high""
}
```"
q005,claude-haiku-4-5,numeric,"What is the means-of-egress capacity factor per occupant for stairways in sprinklered buildings with an emergency voice/alarm communication system, per the 2023 FBC?",1005.1,1005.3.1,"```json
{
  ""value"": 0.2,
  ""unit"": ""square feet per occupant"",
  ""section"": ""1005.1"",
  ""confidence"": ""low""
}
```"
q007,claude-haiku-4-5,numeric,"How is the ultimate design wind speed (Vult) for Risk Category II buildings determined under the 2023 Florida Building Code, Building?",3.3.2,1609.3,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""3.3.2"",
  ""confidence"": ""high""
}
```"
q007,claude-haiku-4-5,numeric,"How is the ultimate design wind speed (Vult) for Risk Category II buildings determined under the 2023 Florida Building Code, Building?",C26.5.1.1,1609.3,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""C26.5.1.1"",
  ""confidence"": ""high""
}
```"
q007,claude-haiku-4-5,numeric,"How is the ultimate design wind speed (Vult) for Risk Category II buildings determined under the 2023 Florida Building Code, Building?",3.3.2,1609.3,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""3.3.2"",
  ""confidence"": ""high""
}
```"
q008,claude-haiku-4-5,numeric,"Under the 2023 FBC, on which figure is the wind-borne debris region based for Risk Category II buildings?",FIGURE 301.2(1),1609.2,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Figure 301.2(1)"",
  ""confidence"": ""high""
}
```"
q008,claude-haiku-4-5,numeric,"Under the 2023 FBC, on which figure is the wind-borne debris region based for Risk Category II buildings?",2023,1609.2,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 2023 Figure 301.2(1)"",
  ""confidence"": ""high""
}
```"
q008,claude-haiku-4-5,numeric,"Under the 2023 FBC, on which figure is the wind-borne debris region based for Risk Category II buildings?",FIGURE 301.2(1),1609.2,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Figure 301.2(1)"",
  ""confidence"": ""high""
}
```"
q009,claude-haiku-4-5,numeric,"What Florida Building Code section governs foundation walls and retaining wall design for lateral soil loads, and where are the minimum design soil loads found?",1805,1610,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC Section 1805 and 1806"",
  ""confidence"": ""high""
}
```"
q009,claude-haiku-4-5,numeric,"What Florida Building Code section governs foundation walls and retaining wall design for lateral soil loads, and where are the minimum design soil loads found?",1805,1610,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC Section 1805 and 1806"",
  ""confidence"": ""high""
}
```"
q009,claude-haiku-4-5,numeric,"What Florida Building Code section governs foundation walls and retaining wall design for lateral soil loads, and where are the minimum design soil loads found?",1806,1610,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC Section 1806 and IBC Section 1806"",
  ""confidence"": ""high""
}
```"
q010,claude-haiku-4-5,numeric,"What section of the 2023 Florida Building Code, Building, governs geotechnical investigations for foundation design?",1803.1,1803,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1803.1"",
  ""confidence"": ""high""
}
```"
q011,claude-haiku-4-5,numeric,"What section addresses grading and fill placement requirements in flood hazard areas under the 2023 FBC, Building?",1612.3,1804.4,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1612.3"",
  ""confidence"": ""high""
}
```"
q011,claude-haiku-4-5,numeric,"What section addresses grading and fill placement requirements in flood hazard areas under the 2023 FBC, Building?",804.3,1804.4,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""804.3"",
  ""confidence"": ""high""
}
```"
q011,claude-haiku-4-5,numeric,"What section addresses grading and fill placement requirements in flood hazard areas under the 2023 FBC, Building?",2.4.3,1804.4,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""2.4.3"",
  ""confidence"": ""low""
}
```"
q012,claude-haiku-4-5,state_amendment,What Florida Building Code section governs construction seaward of the Coastal Construction Control Line (CCCL)?,FBC 62-330.370,3109,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 62-330.370"",
  ""confidence"": ""high""
}
```"
q012,claude-haiku-4-5,state_amendment,What Florida Building Code section governs construction seaward of the Coastal Construction Control Line (CCCL)?,"62-330.370, FLORIDA ADMINISTRATIVE CODE (FAC)",3109,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""62-330.370, Florida Administrative Code (FAC)"",
  ""confidence"": ""high""
}
```"
q012,claude-haiku-4-5,state_amendment,What Florida Building Code section governs construction seaward of the Coastal Construction Control Line (CCCL)?,"62-330.370, FLORIDA ADMINISTRATIVE CODE",3109,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""62-330.370, Florida Administrative Code"",
  ""confidence"": ""high""
}
```"
q013,claude-haiku-4-5,state_amendment,What Florida Building Code section requires elevation certification to be submitted for buildings in flood hazard areas after the foundation inspection?,1612.5,110.3,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 1612.5"",
  ""confidence"": ""high""
}
```"
q013,claude-haiku-4-5,state_amendment,What Florida Building Code section requires elevation certification to be submitted for buildings in flood hazard areas after the foundation inspection?,432.2,110.3,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 432.2"",
  ""confidence"": ""high""
}
```"
q013,claude-haiku-4-5,state_amendment,What Florida Building Code section requires elevation certification to be submitted for buildings in flood hazard areas after the foundation inspection?,432.2,110.3,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 432.2"",
  ""confidence"": ""high""
}
```"
q014,claude-haiku-4-5,state_amendment,"What section of the Florida Building Code, Residential, addresses flood-resistant construction requirements, including provisions for coastal high-hazard areas?",4.3,R322,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Chapter 4 (Flood-Resistant Construction) and Chapter 4, Section 4.3 (Coastal High-Hazard Areas)"",
  ""confidence"": ""high""
}
```"
q015,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County code section governs flood variance requests, including variances from the flood-resistant construction requirements of the Florida Building Code?",2,62-77,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code Chapter 2"",
  ""confidence"": ""low""
}
```"
q015,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County code section governs flood variance requests, including variances from the flood-resistant construction requirements of the Florida Building Code?",22-242,62-77,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code Chapter 22, Section 22-242"",
  ""confidence"": ""low""
}
```"
q015,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County code section governs flood variance requests, including variances from the flood-resistant construction requirements of the Florida Building Code?",22,62-77,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code Chapter 22"",
  ""confidence"": ""low""
}
```"
q016,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County ordinance adopted the 2023 8th Edition Florida Building Code, and which subsequent ordinance amended that adoption?",COLLIER COUNTY ORDINANCE,2023-64,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Ordinance"",
  ""confidence"": ""low""
}
```"
q016,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County ordinance adopted the 2023 8th Edition Florida Building Code, and which subsequent ordinance amended that adoption?",COLLIER COUNTY ORDINANCE ADOPTION OF 2023 8TH EDITION FLORIDA BUILDING CODE,2023-64,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Ordinance Adoption of 2023 8th Edition Florida Building Code"",
  ""confidence"": ""low""
}
```"
q016,claude-haiku-4-5,jurisdiction_amendment,"Which Collier County ordinance adopted the 2023 8th Edition Florida Building Code, and which subsequent ordinance amended that adoption?",COLLIER COUNTY ORDINANCES,2023-64,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Ordinances"",
  ""confidence"": ""low""
}
```"
q019,claude-haiku-4-5,definitional,What are the three separate and distinct parts of a means of egress under the Florida Building Code?,1002.1,202,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 1002.1"",
  ""confidence"": ""high""
}
```

Note: The three separate and distinct parts of a means of egress are: (1) exit access, (2) exit, and (3) exit discharge. While the answer itself is not numeric, the reference section is FBC 1002.1 which defines these three components."
q019,claude-haiku-4-5,definitional,What are the three separate and distinct parts of a means of egress under the Florida Building Code?,1002.1,202,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 1002.1"",
  ""confidence"": ""high""
}
```

The three separate and distinct parts of a means of egress are:
1. Exit access
2. The exit
3. Exit discharge (or public way)"
q019,claude-haiku-4-5,definitional,What are the three separate and distinct parts of a means of egress under the Florida Building Code?,1002.1,202,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC 1002.1"",
  ""confidence"": ""high""
}
```

The answer is: **exit access, exit, and exit discharge** (or in some contexts: exit access, exit, and public way). These are the three separate and distinct parts of a means of egress as defined in Florida Building Code Section 1002.1."
q020,claude-haiku-4-5,definitional,What is a 'public way' as defined by the Florida Building Code?,2,202,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""FBC Chapter 2"",
  ""confidence"": ""high""
}
```"
q022,claude-haiku-4-5,numeric,"What is the minimum tread depth and maximum riser height for a residential stairway under the Florida Building Code, Residential?",R311.7,R311.7.5.1,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""R311.7"",
  ""confidence"": ""high""
}
```

Note: The question asks for two separate measurements. Per Florida Building Code Residential Section R311.7:
- Minimum tread depth: 10 inches
- Maximum riser height: 7.75 inches

A single JSON response cannot adequately capture both values, so the response indicates the relevant section where both requirements are specified."
q022,claude-haiku-4-5,numeric,"What is the minimum tread depth and maximum riser height for a residential stairway under the Florida Building Code, Residential?",R311.7,R311.7.5.1,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""R311.7"",
  ""confidence"": ""high""
}
```"
q022,claude-haiku-4-5,numeric,"What is the minimum tread depth and maximum riser height for a residential stairway under the Florida Building Code, Residential?",R311.7,R311.7.5.1,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""R311.7"",
  ""confidence"": ""low""
}
```"
q023,claude-haiku-4-5,numeric,What is the maximum vertical rise permitted between landings in a single residential stairway flight?,R311.7.5.1,R311.7.3,"```json
{
  ""value"": 12,
  ""unit"": ""feet"",
  ""section"": ""R311.7.5.1"",
  ""confidence"": ""high""
}
```"
q023,claude-haiku-4-5,numeric,What is the maximum vertical rise permitted between landings in a single residential stairway flight?,R311.7.5.1,R311.7.3,"```json
{
  ""value"": 12,
  ""unit"": ""feet"",
  ""section"": ""R311.7.5.1"",
  ""confidence"": ""high""
}
```"
q023,claude-haiku-4-5,numeric,What is the maximum vertical rise permitted between landings in a single residential stairway flight?,R311.7.5.1,R311.7.3,"```json
{
  ""value"": 12,
  ""unit"": ""feet"",
  ""section"": ""R311.7.5.1"",
  ""confidence"": ""high""
}
```"
q024,claude-haiku-4-5,numeric,"What Section 1023 requirement applies to interior exit stairways serving floor levels more than 30 feet below the exit discharge level, per the 2023 FBC?",1023,1023.11,"```json
{
  ""value"": 30,
  ""unit"": ""feet"",
  ""section"": ""1023"",
  ""confidence"": ""low""
}
```"
q024,claude-haiku-4-5,numeric,"What Section 1023 requirement applies to interior exit stairways serving floor levels more than 30 feet below the exit discharge level, per the 2023 FBC?",1023.1,1023.11,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1023.1"",
  ""confidence"": ""high""
}
```"
q024,claude-haiku-4-5,numeric,"What Section 1023 requirement applies to interior exit stairways serving floor levels more than 30 feet below the exit discharge level, per the 2023 FBC?",1023.1,1023.11,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""1023.1"",
  ""confidence"": ""low""
}
```"
q025,claude-haiku-4-5,numeric,"Under the 2023 FBC, what is the maximum encroachment allowed by a door into a required means-of-egress width when the door is fully open?",1005.1,1005.7.1,"```json
{
  ""value"": 7,
  ""unit"": ""inches"",
  ""section"": ""1005.1"",
  ""confidence"": ""high""
}
```"
q025,claude-haiku-4-5,numeric,"Under the 2023 FBC, what is the maximum encroachment allowed by a door into a required means-of-egress width when the door is fully open?",1005.1,1005.7.1,"```json
{
  ""value"": 7,
  ""unit"": ""inches"",
  ""section"": ""1005.1"",
  ""confidence"": ""high""
}
```"
q025,claude-haiku-4-5,numeric,"Under the 2023 FBC, what is the maximum encroachment allowed by a door into a required means-of-egress width when the door is fully open?",1005.1,1005.7.1,"```json
{
  ""value"": 7,
  ""unit"": ""inches"",
  ""section"": ""1005.1"",
  ""confidence"": ""high""
}
```"
q026,claude-haiku-4-5,jurisdiction_amendment,Which section of the Collier County Code of Ordinances adopts the Florida Building Code and sets out the County's local additions to it?,1,22-26,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code of Ordinances Chapter 1"",
  ""confidence"": ""low""
}
```"
q026,claude-haiku-4-5,jurisdiction_amendment,Which section of the Collier County Code of Ordinances adopts the Florida Building Code and sets out the County's local additions to it?,2,22-26,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code of Ordinances Chapter 2, Article II"",
  ""confidence"": ""low""
}
```"
q026,claude-haiku-4-5,jurisdiction_amendment,Which section of the Collier County Code of Ordinances adopts the Florida Building Code and sets out the County's local additions to it?,1,22-26,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Collier County Code of Ordinances Chapter 1"",
  ""confidence"": ""low""
}
```"
q027,claude-haiku-4-5,jurisdiction_amendment,Which administrative section of the Florida Building Code did Collier County amend to allow approved digital construction documents to be kept at the work site?,1,107.3.1,"```json
{
  ""value"": null,
  ""unit"": null,
  ""section"": ""Chapter 1 (Administrative)"",
  ""confidence"": ""low""
}
```"
